type,title,description,director,n_directors,cast,n_cast_members,country,n_countries,main_country,continent,language,release_year,release_decade,date_added,year_added,delay_added,rating,rating_group,duration,duration_category,listed_in,n_genres,genre
TV Show,President,"An ambitious, talented politician embarks on an intense journey toward winning the presidency while juggling his complicated family affairs.",Not Informed,0,"Su-jong Choi, Hee-Ra Ha, Jay Kim, Ji-hye Wang, Shin-il Kang",5,South Korea,1,South Korea,Asia,Korean,2010,2010,2017-04-28,2017,7,TV-14,Teen,1,Limited Series,"International TV Shows, Korean TV Shows, TV Dramas",3,International
Movie,Rodney King,Roger Guenveur Smith gives voice to the man at the center of the brutal police beating that helped fuel the 1992 LA riots. Spike Lee directs.,Spike Lee,1,Roger Guenveur Smith,1,United States,1,United States,North America,English,2017,2010,2017-04-28,2017,0,TV-MA,Adult,53,Medium-length Film,Dramas,1,Drama
Movie,Small Crimes,"After serving a six-year prison sentence, an ex-cop tries to rebuild his life in his hometown, but gets caught up in the fallout from his past.",Evan Katz,1,"Nikolaj Coster-Waldau, Gary Cole, Molly Parker, Macon Blair, Pat Healy, Jacki Weaver, Robert Forster",7,"Canada, United States",2,Canada,North America,English,2017,2010,2017-04-28,2017,0,TV-MA,Adult,95,Feature Film,"Dramas, Thrillers",2,Drama
TV Show,What in the World Happened?,A happy secret romance between a 40-year-old woman and a 25-year-old man is complicated after a greeting card grants her wish to be young again.,Not Informed,0,"Eun-mi Go, Jaehyo, Eun-Hyung Jo, Ha-yeon Kim, Shin Yi, Kwang-sun Park",6,South Korea,1,South Korea,Asia,Korean,2015,2010,2017-04-28,2017,2,TV-14,Teen,1,Limited Series,"International TV Shows, Korean TV Shows, Romantic TV Shows",3,International
TV Show,Mar de Plástico,"In a town in southern Spain where racial tensions run high among the workers in its many greenhouses, a cop investigates the murder of a young woman.",Not Informed,0,"Rodolfo Sancho, Belén López, Pedro Casablanc, Luis Fernández, Patrick Criado, Nya de la Rubia, Jesús Castro, Fernando Cayo",8,Spain,1,Spain,Europe,Spanish,2017,2010,2017-04-27,2017,0,TV-MA,Adult,2,Short Series,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",3,Crime
Movie,Dear Zindagi,A young cinematographer with a bright professional future and a lack of empathy learns the importance of balancing ambition with humanity.,Gauri Shinde,1,"Alia Bhatt, Shah Rukh Khan, Ira Dubey, Yashaswini Dayama, Gautmik, Raj Bhansali, Rohit Saraf, Atul Kale, Kunal Kapoor, Angad Bedi, Ali Zafar, Aditya Roy Kapoor",12,India,1,India,Asia,Hindi,2016,2010,2017-04-25,2017,1,TV-14,Teen,149,Feature Film,"Comedies, Dramas, International Movies",3,Comedy
Movie,Shepherds and Butchers,"When a young prison guard commits murder in South Africa, an ardent lawyer aims to prove he was psychologically unbalanced by his role in executions.",Oliver Schmitz,1,"Steve Coogan, Andrea Riseborough, Garion Dowds, Robert Hobbs, Deon Lotz, Marcel Van Heerden, Lauren Steyn",7,"South Africa, United States, Germany",3,South Africa,Africa,English,2016,2010,2017-04-25,2017,1,R,Adult,106,Feature Film,"Dramas, International Movies",2,Drama
Movie,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,"In need of money, an eccentric ex-spy and his younger octogenarian partner embark on an international quest for a valuable Soviet soda formula.","Felix Herngren, Måns Herngren",2,"Robert Gustafsson, Jens Hultén, Caroline Boulton, Colin McFarlane, Cory Peterson, Jay Simpson, David Schaal",7,Sweden,1,Sweden,Europe,Swedish,2016,2010,2017-04-25,2017,1,TV-MA,Adult,108,Feature Film,"Comedies, International Movies",2,Comedy
Movie,Vir Das: Abroad Understanding,"Comedian Vir Das tackles nationalism, globalism, good food and bad politics in two cleverly crosscut performances in New York and New Delhi.",Marcus Raboy,1,Vir Das,1,United States,1,United States,North America,English,2017,2010,2017-04-25,2017,0,TV-MA,Adult,66,Medium-length Film,Stand-Up Comedy,1,Comedy
TV Show,Fangbone,"Magically transported from far-off Skullbania, a young barbarian teams up with an odd third-grader to protect his homeland from an evil sorcerer.",Not Informed,0,"Taylor Abrahamse, Colin Doyle, Juan Chioran, Kathleen Laskey, Stacey DePass, Mike Kiss",6,Canada,1,Canada,North America,English,2016,2010,2017-04-22,2017,1,TV-Y7,Kids,1,Limited Series,"Kids' TV, TV Comedies",2,Family
TV Show,Girlboss,"Rebellious and broke, Sophia stumbles into creating an online business and learns how to be the boss. A comedy inspired by the best-selling memoir.",Not Informed,0,"Britt Robertson, Ellie Reed, Johnny Simmons, Alphonso Mcauley",4,United States,1,United States,North America,English,2017,2010,2017-04-21,2017,0,TV-MA,Adult,1,Limited Series,TV Comedies,1,Comedy
TV Show,Hot Girls Wanted: Turned On,"Personal stories reveal how the intersection of sex, technology and intimate relationships is rewiring us in fundamental ways.","Jill Bauer, Ronna Gradus, Rashida Jones",3,Not Informed,0,United States,1,United States,North America,English,2017,2010,2017-04-21,2017,0,TV-MA,Adult,1,Limited Series,Docuseries,1,Documentary
Movie,Sand Castle,"After the invasion of Iraq in 2003, a reluctant soldier's platoon is dispatched on a dangerous mission to repair a hostile village's water system.",Fernando Coimbra,1,"Nicholas Hoult, Logan Marshall-Green, Henry Cavill, Glen Powell, Neil Brown Jr., Beau Knapp, Sammy Sheik, Gonzalo Menendez",8,United States,1,United States,North America,English,2017,2010,2017-04-21,2017,0,TV-MA,Adult,113,Feature Film,"Action & Adventure, Dramas, Independent Movies",3,Action & Adventure
TV Show,The Mr. Peabody and Sherman Show,"Mr. Peabody and Sherman host a zany late-night comedy show from a swanky penthouse, with time-traveling historical figures and a live audience.",Not Informed,0,"Chris Parnell, Max Charles, Dieter Jansen, Da'Vine Joy Randolph",4,United States,1,United States,North America,English,2017,2010,2017-04-21,2017,0,TV-Y7,Kids,4,Long-running Series,"Kids' TV, TV Comedies",2,Family
Movie,Tramps,"Pulled into a shady briefcase swap for different reasons, young strangers Danny and Ellie spend an eventful night together when the deal goes wrong.",Adam Leon,1,"Callum Turner, Grace Van Patten, Michal Vondel, Mike Birbiglia, Margaret Colin, Louis Cancelmi, Rachel Zeiger-Haag, Dane Martinez",8,United States,1,United States,North America,English,2017,2010,2017-04-21,2017,0,TV-MA,Adult,83,Feature Film,"Dramas, Independent Movies, Romantic Movies",3,Drama
Movie,Lucas Brothers: On Drugs,"Deadpan twin comics Keith and Kenny Lucas take the stage in Brooklyn with a set that touches on drugs, race, Deion Sanders, teachers and O.J. Simpson.",Jay Chapman,1,"Keith Lucas, Kenny Lucas",2,United States,1,United States,North America,English,2017,2010,2017-04-18,2017,0,TV-MA,Adult,50,Medium-length Film,Stand-Up Comedy,1,Comedy
Movie,Bibi & Tina,Teen witch Bibi and horse-loving Tina face trouble when a posh girl flirts with Tina's boyfriend and a crook sets his greedy eyes on a promising foal.,Detlev Buck,1,"Lina Larissa Strahl, Lisa-Marie Koroll, Louis Held, Ruby O. Fee, Charly Hübner, Michael Maertens, Winnie Böwe, Fabian Buch, Max von der Groeben, Martin Seifert",10,Germany,1,Germany,Europe,German,2014,2010,2017-04-15,2017,3,TV-PG,Teen,97,Feature Film,"Children & Family Movies, Music & Musicals",2,Family
Movie,Bibi & Tina II,"When robbers hit Falkenstein castle, teen witch Bibi and pal Tina hunt for the crooks, then devise a plan to save the neighbors' failing ranch.",Detlev Buck,1,"Lina Larissa Strahl, Lisa-Marie Koroll, Louis Held, Emilio Moutaoukkil, Michael Maertens, Martin Seifert, Winnie Böwe, Fabian Buch, Mavie Hörbiger, Olli Schulz, Charly Hübner, Milan Peschel",12,Germany,1,Germany,Europe,German,2014,2010,2017-04-15,2017,3,TV-14,Teen,105,Feature Film,"Children & Family Movies, Music & Musicals",2,Family
Movie,Bibi & Tina: Girls Versus Boys,"At summer camp, young Bibi and her friends are pitted against the boys in a treasure hunt. But what's a witch to do when she loses her powers?",Detlev Buck,1,"Lina Larissa Strahl, Lisa-Marie Koroll, Tilman Pörzgen, Philipp Laude, Charly Hübner, Louis Held, Benjamin Lutzke, Max von der Groeben, Kostja Ullmann, Michael Maertens, Fabian Buch, Winnie Böwe",12,Germany,1,Germany,Europe,German,2016,2010,2017-04-15,2017,1,TV-14,Teen,107,Feature Film,"Children & Family Movies, Music & Musicals",2,Family
Movie,Slam,"Teen father-to-be Sam imagines his future as a young parent and finds a surprising mentor while reading about his idol, pro skateboarder Tony Hawk.",Andrea Molaioli,1,"Ludovico Tersigni, Jasmine Trinca, Luca Marinelli, Barbara Ramella, Gianluca Broccatelli, Pietro Ragusa, Fiorenza Tessari",7,Italy,1,Italy,Europe,Italian,2017,2010,2017-04-15,2017,0,TV-MA,Adult,99,Feature Film,"Comedies, Dramas, International Movies",3,Comedy
Movie,The Wedding Party,"As their big day arrives, a couple's lavish wedding plans turn into a nightmare of exes, fighting parents and uninvited guests.",Kemi Adetiba,1,"Adesua Etomi, Banky Wellington, Richard Mofe-Damijo, Sola Sobowale, Iretiola Doyle, Alibaba Akporobome, Zainab Balogun, Beverly Naya, Enyinna Nwigwe",9,Nigeria,1,Nigeria,Africa,English,2016,2010,2017-04-15,2017,1,TV-14,Teen,101,Feature Film,"Comedies, Dramas, International Movies",3,Comedy
Movie,Arctic Heart,"Madly in love with a brilliant scientist studying an immunizing protein produced by penguins, a timid med student offers her body to his research.",Marie Madinier,1,"Charlotte Le Bon, Guillaume Canet, Anne Le Ny, Patrick d'Assumçao, Damien Chapelle, Xavier Beauvois, Vincent Launay-Franceschini",7,"France, Belgium",2,France,Europe,French,2016,2010,2017-04-14,2017,1,TV-14,Teen,81,Feature Film,"Dramas, International Movies, Romantic Movies",3,Drama
Movie,Our Lovers,"A love-challenged man and a woman he meets at a bookshop bar begin dating, but only at the shop – and without knowing anything about each other.",Miguel Ángel Lamata,1,"Eduardo Noriega, Michelle Jenner, Fele Martínez, Amaia Salamanca",4,Spain,1,Spain,Europe,Spanish,2016,2010,2017-04-14,2017,1,TV-MA,Adult,92,Feature Film,"Comedies, Dramas, International Movies",3,Comedy
Movie,Sandy Wexler,"When a hapless but dedicated talent manager signs his first client who actually has talent, his career finally starts to take off.",Steven Brill,1,"Adam Sandler, Jennifer Hudson, Kevin James, Terry Crews, Rob Schneider, Colin Quinn, Nick Swardson, Lamorne Morris, Arsenio Hall, Jamie Gray Hyder",10,United States,1,United States,North America,English,2017,2010,2017-04-14,2017,0,TV-14,Teen,131,Feature Film,Comedies,1,Comedy
Movie,Macho,A famous designer who's always pretended to be gay finds himself in crisis mode when threatened with exposure as the woman-chasing straight guy he is.,Antonio Serrano,1,"Miguel Rodarte, Cecilia Suárez, Aislinn Derbez, Renato López, Mario Iván Martínez, Valeria Vera, David Zorrilla, Ana de la Reguera, Manolo Cardona, Ofelia Medina",10,Mexico,1,Mexico,North America,Spanish,2016,2010,2017-04-12,2017,1,TV-MA,Adult,101,Feature Film,"Comedies, International Movies, LGBTQ Movies",3,Comedy
Movie,Kevin Hart: What Now?,"Frenetic comic Kevin Hart hits Philadelphia and dishes on suburban wildlife, jean shorts and the fine art of getting even with a 7-year-old.",Leslie Small,1,"Kevin Hart, Don Cheadle, Halle Berry, Ed Helms, David Meunier",5,United States,1,United States,North America,English,2016,2010,2017-04-11,2017,1,R,Adult,96,Feature Film,Stand-Up Comedy,1,Comedy
Movie,Frat Star,A freshman uninterested in joining a fraternity is convinced to pledge by a rich roommate who introduces him to a world darker than he ever dreamed.,"Grant S. Johnson, Ippsie Jones",2,"Connor Lawrence, Justin Mark, Cathryn Dylan, Chris Elliott, Tyler Weaks, Max Sheldon, Austin Ramsey, Peter O'Connor, Nicole Balsam, Kaitlin Mesh",10,United States,1,United States,North America,English,2017,2010,2017-04-10,2017,0,TV-MA,Adult,85,Feature Film,Comedies,1,Comedy
TV Show,The Miracle,"Polar opposites in personality and looks, fraternal twin sisters who live completely different lives wake up one day to find they've switched bodies.",Not Informed,0,"Donghyun Kim, Nahyun, Yang Hak Jin, Yoon Hwa Hong",4,South Korea,1,South Korea,Asia,Korean,2016,2010,2017-04-10,2017,1,TV-14,Teen,1,Limited Series,"International TV Shows, Korean TV Shows, TV Dramas",3,International
TV Show,The Get Down,"In 1977 New York City, the talented and soulful youth of the South Bronx chase dreams and breakneck beats to transform music history.",Not Informed,0,"Justice Smith, Shameik Moore, Herizen Guardiola, Skylan Brooks, Tremaine Brown,  Jr., Yahya Abdul-Mateen II, Jimmy Smits, Giancarlo Esposito, Kevin Corrigan, Stefanee Martin, Shyrley Rodriguez, Eric Bogosian, Michel Gill, Mamoudou Athie",15,United States,1,United States,North America,English,2017,2010,2017-04-07,2017,0,TV-MA,Adult,2,Short Series,TV Dramas,1,Drama
Movie,The Lighthouse of the Orcas,A mother travels to Patagonia with her autistic son with the hopes that a ranger and a pod of wild orcas can help him find an emotional connection.,Gerardo Olivares,1,"Maribel Verdú, Joaquín Furriel, Joaquín Rapalini",3,"Spain, Argentina",2,Spain,Europe,Spanish,2016,2010,2017-04-07,2017,1,TV-MA,Adult,110,Feature Film,"Dramas, International Movies, Romantic Movies",3,Drama
Movie,Win It All,"After losing $50,000 that wasn't his, gambling addict Eddie starts to rebuild his life. But an unwelcome surprise pushes him toward his old ways.",Joe Swanberg,1,"Jake Johnson, Aislinn Derbez, Joe Lo Truglio, Keegan-Michael Key, Nicky Excitement",5,United States,1,United States,North America,English,2017,2010,2017-04-07,2017,0,TV-MA,Adult,89,Feature Film,"Comedies, Independent Movies, Romantic Movies",3,Comedy
Movie,Louis C.K. 2017,"Louis C.K. muses on religion, eternal love, giving dogs drugs, email fights, teachers and more in a live performance from Washington, D.C.",Louis C.K.,1,Louis C.K.,1,United States,1,United States,North America,English,2017,2010,2017-04-04,2017,0,UR,Unknown,74,Feature Film,Movies,1,Other
TV Show,Burned Cocoon,"A secret marriage unites two families – one wealthy and traditional, the other bankrupt and modern – and is threatened by the resulting conflicts.",Not Informed,0,"Yavuz Bingöl, Basak Köklükaya, Çolpan Ilhan, Mustafa Alabora, Sedef Avcı, Ayça İnci, Tuncer Necmioğlu, Serdar Özer",8,Turkey,1,Turkey,Europe,Turkish,2005,2000,2017-04-01,2017,12,TV-MA,Adult,1,Limited Series,"International TV Shows, TV Dramas",2,International
Movie,Couples Counseling,A seasoned couples therapist comes to realize she might need help with her own marriage after meeting a new pair of young clients.,Alexandre Reinecke,1,"Zezé Polessa, Daniel Dantas, Paulo Vilhena, Fernanda Paes Leme, Juliana Mesquita",5,Brazil,1,Brazil,South America,Portuguese,2016,2010,2017-04-01,2017,1,TV-MA,Adult,88,Feature Film,"Comedies, Dramas, International Movies",3,Comedy
Movie,Deuces,"Assigned to go undercover to take down an impenetrable crime ring, a detective finds himself falling under the sway of its enigmatic leader.",Jamal Hill,1,"Larenz Tate, Meagan Good, Lance Gross, Antonique Smith, La La Anthony, Rick Gonzalez, Rotimi, Andra Fuller",8,United States,1,United States,North America,English,2016,2010,2017-04-01,2017,1,TV-MA,Adult,88,Feature Film,Dramas,1,Drama
Movie,Elaan,"Journalist Naresh is hired to probe illegal activities on an island. When he's captured, a fellow prisoner gives him a ring with magic powers.",K. Ramanlal,1,"Vinod Mehra, Rekha, Vinod Khanna, Helen, Madan Puri, Brahm Bhardwaj",6,India,1,India,Asia,Hindi,1971,1970,2017-04-01,2017,46,TV-14,Teen,143,Feature Film,"Action & Adventure, Cult Movies, International Movies",3,Action & Adventure
Movie,Five Nights in Maine,"After his wife dies in a car accident, a grief-stricken man visits his estranged mother-in-law in Maine, where they try to help each other heal.",Maris Curran,1,"David Oyelowo, Dianne Wiest, Rosie Perez, Teyonah Parris, Hani Furstenberg, Bill Raymond",6,United States,1,United States,North America,English,2015,2010,2017-04-01,2017,2,TV-MA,Adult,83,Feature Film,"Dramas, Independent Movies",2,Drama
Movie,Killa,Growing up poses challenges for Chinu when he moves from city to country and encounters a youth culture far different from what he's used to.,Avinash Arun,1,"Amruta Subhash, Archit Deodhar, Parth Bhalerao, Gaurish Gawade, Atharva Upasni, Swandand Raikar, Shrikant Yadav, Umesh Jagtap, Shivalati Bokil, Jui Kahate",10,India,1,India,Asia,Hindi,2014,2010,2017-04-01,2017,3,TV-14,Teen,107,Feature Film,"Dramas, International Movies",2,Drama
Movie,Life 2.0,Computer users across the globe log onto the virtual world of Second Life. But some users' lives are dramatically consumed by this alternate reality.,Jason Spingarn-Koff,1,Not Informed,0,United States,1,United States,North America,English,2010,2010,2017-04-01,2017,7,TV-MA,Adult,99,Feature Film,Documentaries,1,Documentary
Movie,Salaakhen,"Two close childhood friends take drastically different paths in life, but meet by chance years later and fall in love, unaware of their past bond.",A. Salaam,1,"Shashi Kapoor, Sulakshana Pandit, Mehmood, Sudhir, Anjana Mumtaz, Sajjan, M. Rajan, Mac Mohan, Amrish Puri, Ramesh Deo",10,India,1,India,Asia,Hindi,1975,1970,2017-04-01,2017,42,TV-14,Teen,134,Feature Film,"Action & Adventure, International Movies, Music & Musicals",3,Action & Adventure
Movie,Skins,"Deformed, disfigured characters must find a way to deal with society shunning their differences in this darkly comic social drama.",Eduardo Casanova,1,"Ana Polvorosa, Candela Peña, Macarena Gómez, Carmen Machi, Jon Kortajarena, Secun de la Rosa, Itziar Castro, Antonio Durán 'Morris', Joaquín Climent, Ana María Ayala, Eloi Costa",11,Spain,1,Spain,Europe,Spanish,2017,2010,2017-04-01,2017,0,TV-MA,Adult,78,Feature Film,"Dramas, International Movies",2,Drama
Movie,The Tenth Man,"After spending much of his adult life in New York, an affable economist returns home to Buenos Aires and tries to reconnect with his aloof father.",Daniel Burman,1,"Alan Sabbagh, Julieta Zylberberg, Usher Barilka, Elvira Onetto, Adrián Stoppelman, Dan Breitman, Elisa Carricajo",7,Argentina,1,Argentina,South America,Spanish,2016,2010,2017-04-01,2017,1,TV-MA,Adult,81,Feature Film,"Dramas, International Movies",2,Drama
Movie,Toro,Ex-con Toro's brother and former partner in crime makes a desperate plea for help that may put Toro back behind bars ... if he survives at all.,Kike Maíllo,1,"Mario Casas, Luis Tosar, José Sacristán, Claudia Canal, José Manuel Poga, Ingrid García Jonsson, Luichi Macías",7,Spain,1,Spain,Europe,Spanish,2016,2010,2017-04-01,2017,1,TV-MA,Adult,106,Feature Film,"Dramas, International Movies, Thrillers",3,Drama
Movie,Bridget Christie: Stand Up for Her,"Performing stand-up for a packed house in London's Hoxton Hall, comedian Bridget Christie dives into the politics of gender, sex and equality.",Not Informed,0,Bridget Christie,1,United Kingdom,1,United Kingdom,Europe,English,2016,2010,2017-03-31,2017,1,TV-MA,Adult,51,Medium-length Film,Stand-Up Comedy,1,Comedy
TV Show,Five Came Back,Five acclaimed contemporary directors tell the story of five legendary Hollywood filmmakers who enlisted in the armed forces to document World War II.,Laurent Bouzereau,1,"Steven Spielberg, Guillermo del Toro, Lawrence Kasdan, Francis Ford Coppola, Paul Greengrass, Meryl Streep",6,Unknown,0,Unknown,Unknown,Unknown,2017,2010,2017-03-31,2017,0,TV-MA,Adult,1,Limited Series,Docuseries,1,Documentary
TV Show,Hoff the Record,"TV star David Hasselhoff hopes to reboot his career in the U.K., but both his comeback plans and his personal life keep going off the rails.",Gordon Anderson,1,"David Hasselhoff, Asim Chaudhry, Fergus Craig, Mark Quartley, Ella Smith, Brett Goldstein",6,United Kingdom,1,United Kingdom,Europe,English,2016,2010,2017-03-31,2017,1,TV-MA,Adult,2,Short Series,"British TV Shows, TV Comedies",2,TV Shows
Movie,The Discovery,"A scientist whose proof of an afterlife caused a rash of suicides forges ahead with his research, while his disapproving son falls for a troubled woman.",Charlie McDowell,1,"Jason Segel, Rooney Mara, Robert Redford, Riley Keough, Jesse Plemons, Ron Canada",6,United States,1,United States,North America,English,2017,2010,2017-03-31,2017,0,TV-MA,Adult,102,Feature Film,"Dramas, Independent Movies, Romantic Movies",3,Drama
Movie,Jo Koy: Live from Seattle,"Between raising a teenage boy and growing up with a Filipino mother, stand-up comic Jo Koy has been through a lot. He's here to tell you all about it.",Shannon Hartman,1,Jo Koy,1,United States,1,United States,North America,English,2017,2010,2017-03-28,2017,0,TV-MA,Adult,63,Medium-length Film,Stand-Up Comedy,1,Comedy
TV Show,Bottersnikes & Gumbles,The fun-loving Gumbles bounce and play while staying away from the foul-smelling Bottersnikes who live in a nearby junkyard.,Not Informed,0,"Jason Callender, Kathryn Drysdale, Akiya Henry, Jeff Rawle, Richard Grieve, Simone Craddock, Alex Babic, Miriam Margolyes",8,"United States, United Kingdom, Australia",3,United States,North America,English,2017,2010,2017-03-24,2017,0,TV-Y7,Kids,2,Short Series,"British TV Shows, Kids' TV",2,TV Shows
Movie,Felipe Neto: My Life Makes No Sense,"YouTube sensation Felipe Neto brings the stories from his autobiographical book ""Não Faz Sentido!"" to the stage in this comedy special.",Diego Pignataro,1,Felipe Neto,1,Brazil,1,Brazil,South America,Portuguese,2017,2010,2017-03-24,2017,0,TV-MA,Adult,91,Feature Film,Stand-Up Comedy,1,Comedy
Movie,The C Word,"To solve the mystery of cancer, challenging the status quo is a must. Witness how lifestyle and societal changes may help beat the disease.",Meghan O'Hara,1,Morgan Freeman,1,United States,1,United States,North America,English,2016,2010,2017-03-24,2017,1,TV-14,Teen,93,Feature Film,Documentaries,1,Documentary
Movie,The Most Hated Woman in America,"This drama follows the controversial life of outspoken atheist Madalyn Murray O'Hair, from her landmark court battles to her infamous abduction.",Tommy O'Haver,1,"Melissa Leo, Josh Lucas, Vincent Kartheiser, Juno Temple, Adam Scott, Peter Fonda, Sally Kirkland, Rory Cochrane",8,United States,1,United States,North America,English,2017,2010,2017-03-24,2017,0,TV-MA,Adult,93,Feature Film,Dramas,1,Drama
TV Show,Dave Chappelle,"Comedy icon Dave Chappelle makes his triumphant return to the screen with a pair of blistering, fresh stand-up specials.",Stan Lathan,1,Dave Chappelle,1,United States,1,United States,North America,English,2017,2010,2017-03-21,2017,0,TV-MA,Adult,1,Limited Series,"Stand-Up Comedy & Talk Shows, TV Comedies",2,Comedy
TV Show,One-Punch Man,"The most powerful superhero in the world can kill anyone with one blow. But nothing can challenge him, so he struggles with ennui and depression.",Not Informed,0,"Makoto Furukawa, Kaito Ishikawa, Yuki Kaji, Aoi Yuki, Kazuhiro Yamaji, Kenjiro Tsuda, Minami Takayama, Tessho Genda",8,Japan,1,Japan,Asia,Japanese,2015,2010,2017-03-20,2017,2,TV-14,Teen,1,Limited Series,"Anime Series, Crime TV Shows, International TV Shows",3,Anime
Movie,Best Worst Thing That Ever Could Have Happened,"The cast and crew of the 1981 Broadway musical ""Merrily We Roll Along"" recall joy and heartbreak during the production of a surefire hit that wasn't.",Lonny Price,1,"Stephen Sondheim, Harold Prince, Jason Alexander, Mandy Patinkin, Lonny Price",5,United States,1,United States,North America,English,2016,2010,2017-03-18,2017,1,TV-MA,Adult,97,Feature Film,Documentaries,1,Documentary
Movie,Deidra & Laney Rob a Train,"With their mother in jail and bills piling up, ambitious small-town teens Deidra and Laney plot a series of train robberies to keep themselves afloat.",Sydney Freeland,1,"Rachel Crow, Ashleigh Murray, Sasheer Zamata, Danielle Nicolet, David Sullivan, Tim Blake Nelson, Missi Pyle, Arturo Castro, Sharon Lawrence, Brooke Markham, Kinna McInroe, Myko Olivier, Lance Gray",13,United States,1,United States,North America,English,2017,2010,2017-03-17,2017,0,TV-14,Teen,92,Feature Film,"Comedies, Dramas, Independent Movies",3,Comedy
TV Show,Julie's Greenroom,Adorable puppets stage their own musical under the watchful eye of mentor Julie Andrews in this original kids' series from the Jim Henson Company.,Not Informed,0,"Julie Andrews, Giullian Yao Gioiello, Jennifer Barnhart, Tyler Bunch, Frankie Cordero, Stephanie D'Abruzzo, Dorien Davies, John Kennedy, John Tartaglia",9,United States,1,United States,North America,English,2017,2010,2017-03-17,2017,0,TV-Y,Kids,1,Limited Series,Kids' TV,1,Family
TV Show,Outback Truckers,"Australia's toughest big-rig drivers brave wildfires, scorching deserts, treacherous downpours and chassis-deep mud to deliver their cargo on time.",Not Informed,0,Not Informed,0,Australia,1,Australia,Oceania,English,2015,2010,2017-03-17,2017,2,TV-MA,Adult,3,Short Series,Reality TV,1,Reality
Movie,Pandora,"When an earthquake hits a Korean village housing a run-down nuclear power plant, a man risks his life to save the country from imminent disaster.",Jung-woo Park,1,"Nam-gil Kim, Young-ae Kim, Jeong-hee Moon, Joo-hyun Kim, Jin-young Jung, Kyeong-yeong Lee, Shin-il Kang, Dae-Myung Kim, Seung-mok Yoo, Myung-min Kim",10,South Korea,1,South Korea,Asia,Korean,2016,2010,2017-03-17,2017,1,TV-MA,Adult,137,Feature Film,"Dramas, International Movies, Thrillers",3,Drama
TV Show,Samurai Gourmet,Recent retiree Takeshi rediscovers his passion for food and life by getting in touch with his inner warrior and eating what he truly desires.,Not Informed,0,"Naoto Takenaka, Tetsuji Tamayama, Honami Suzuki",3,Japan,1,Japan,Asia,Japanese,2017,2010,2017-03-17,2017,0,TV-PG,Teen,1,Limited Series,"International TV Shows, TV Dramas",2,International
Movie,Howards End,"When a husband, acting in his family's ""best interest,"" does not accept his wife's deathbed wish, providence dictates that he pay for his duplicity.",James Ivory,1,"Anthony Hopkins, Vanessa Redgrave, Helena Bonham Carter, Emma Thompson, James Wilby, Samuel West, Jemma Redgrave, Joseph Bennett, Nicola Duffett, Susie Lindeman",10,"United Kingdom, Japan, United States",3,United Kingdom,Europe,English,1992,1990,2017-03-16,2017,25,PG,Family,143,Feature Film,"Classic Movies, Dramas, Independent Movies",3,Other
Movie,Asoka,This elaborate Bollywood epic dramatizes one man's transformation from a vengeful and cunning warrior into a legendary leader and teacher of Buddhism.,Santosh Sivan,1,"Shah Rukh Khan, Kareena Kapoor, Danny Denzongpa, Rahul Dev, Hrishitaa Bhatt, Gerson Da Cunha, Subhashini Ali, Umesh Mehra, Sooraj Balaji",9,India,1,India,Asia,Hindi,2001,2000,2017-03-15,2017,16,R,Adult,168,Feature Film,"Action & Adventure, Dramas, International Movies",3,Action & Adventure
Movie,"Bon Cop, Bad Cop",An English-speaking officer from Toronto and a French-speaking cop from Montreal are forced to work together to solve a crime.,Erik Canuel,1,"Patrick Huard, Colm Feore, Sylvain Marcel, Lucie Laurier, Pierre Lebeau, Ron Lea, Sarain Boylan, Louis-José Houde",8,Canada,1,Canada,North America,English,2006,2000,2017-03-15,2017,11,TV-MA,Adult,117,Feature Film,"Action & Adventure, Comedies, International Movies",3,Action & Adventure
Movie,Notes on Blindness,"Based on the audio diaries of academic and theologian John Hull, this film offers an impressionistic re-creation of his slow descent into blindness.","Peter Middleton, James Spinney",2,"Dan Renton Skinner, Simone Kirby",2,United Kingdom,1,United Kingdom,Europe,English,2016,2010,2017-03-15,2017,1,TV-PG,Teen,87,Feature Film,"Documentaries, Dramas, International Movies",3,Documentary
Movie,One 2 Ka 4,"When his partner is killed, a young cop is forced to care for the man's four children, and solicits the help of a woman who moves in with them.",Shashilal K. Nair,1,"Shah Rukh Khan, Juhi Chawla, Jackie Shroff, Nirmal Pandey, Dilip Joshi, Sahila Chaddha, Suresh Chatwal, Bharat Dabholkar, Baby Gazala, Akash Khurana",10,India,1,India,Asia,Hindi,2001,2000,2017-03-15,2017,16,TV-14,Teen,160,Feature Film,"Action & Adventure, Comedies, Dramas",3,Action & Adventure
TV Show,Cheer Squad,"Follow the Great White Sharks, a world-champion cheerleading squad, as they juggle the pressures of training, school, work and relationships.",Not Informed,0,Not Informed,0,United States,1,United States,North America,English,2016,2010,2017-03-14,2017,1,TV-PG,Teen,1,Limited Series,"Reality TV, Teen TV Shows",2,Reality
Movie,Jim Norton: Mouthful of Shame,"In this unrestricted jaunt through a gleefully filthy mind, comic Jim Norton offers a personal perspective on romance, desire and sexual proclivities.",Shannon Hartman,1,Jim Norton,1,United States,1,United States,North America,English,2017,2010,2017-03-14,2017,0,TV-MA,Adult,62,Medium-length Film,Stand-Up Comedy,1,Comedy
